0,942,10,11,214,15,3,47
4,942,10,20,276,15,3,47
8,974,12,1023,340,15,3,47
9,974,57,1023,402,15,3,47
15,974,20,1023,464,15,3,47
16,974,30,1023,527,15,3,48
17,974,8,12,591,15,3,48
18,974,39,1023,653,15,3,48
0,32,10,11,716,15,3,48
4,32,10,16,777,15,3,48
8,32,10,12,840,15,3,48
9,32,74,1023,903,15,3,48
15,32,10,14,966,15,3,48
16,32,11,16,1030,15,3,48
17,32,8,10,1092,15,3,48
18,32,200,1023,1159,15,3,48
0,32,10,11,1218,15,3,48
4,32,74,1023,1280,15,3,48
8,32,10,11,1343,15,3,48
9,32,10,12,1406,15,3,48
15,32,10,13,1469,15,3,48
16,32,74,1023,1532,15,3,49
17,32,8,10,1595,15,3,49
18,32,11,17,1657,15,3,49
0,32,10,11,1720,15,3,49
4,32,10,15,1783,15,3,49
8,32,10,12,1845,15,3,49
9,32,11,19,1908,15,3,49
15,32,10,12,1970,15,3,49
16,32,11,16,2033,15,3,49
17,32,9,16,2095,15,3,49
18,32,74,1023,2158,15,3,49
0,32,10,11,2220,15,3,49
4,32,10,12,2282,15,3,49
8,32,10,12,2346,15,3,49
9,32,11,13,2410,15,3,49
15,32,11,14,2472,15,3,49
16,32,11,19,2534,15,3,50
17,32,8,10,2597,15,3,50
18,32,200,1023,2661,15,3,50
0,32,10,12,2723,15,3,50
4,32,10,11,2786,15,3,50
8,32,10,12,2849,15,3,50
9,32,74,1023,2911,15,3,50
15,32,74,1023,2974,15,3,50
16,32,137,1023,3036,15,3,50
17,32,8,11,3098,15,3,50
18,32,74,1023,3161,15,3,50
0,32,10,11,3222,15,3,50
4,32,10,12,3285,15,3,50
8,32,10,13,3348,15,3,50
9,32,74,1023,3410,15,3,50
15,32,10,13,3472,15,3,50
16,32,74,1023,3535,15,3,51
17,32,9,18,3598,15,3,51
18,32,10,14,3660,15,3,51
0,32,10,11,3722,15,3,51
4,32,10,12,3785,15,3,51
8,32,10,13,3847,15,3,51
9,32,106,1023,3910,15,3,51
15,32,11,26,3973,15,3,51
16,32,73,1023,4036,15,3,51
17,32,8,10,4098,15,3,51
18,32,73,1023,4160,15,3,51
0,32,10,11,4222,15,3,51
4,32,10,11,4284,15,3,51
8,32,10,13,4347,15,3,51
9,32,73,1023,4410,15,3,51
15,32,10,12,4473,15,3,51
16,32,10,13,4537,15,3,52
17,32,8,9,4600,15,3,52
18,32,10,15,4662,15,3,52
0,32,10,11,4725,15,3,52
4,32,10,12,4788,15,3,52
8,32,10,12,4851,15,3,52
9,32,74,1023,4914,15,3,52
15,32,74,1023,4977,15,3,52
16,32,11,19,5039,15,3,52
17,32,8,10,5101,15,3,52
18,32,73,1023,5164,15,3,52
0,32,10,11,5227,15,3,52
4,32,10,12,5290,15,3,52
8,32,10,12,5353,15,3,52
9,32,10,14,5416,15,3,52
15,32,10,12,5478,15,3,53
16,32,10,16,5543,15,3,53
17,32,8,9,5605,15,3,53
18,32,10,13,5667,15,3,53
0,32,10,11,5729,15,3,53
4,32,10,12,5791,15,3,53
8,32,10,12,5854,15,3,53
9,32,74,1023,5916,15,3,53
15,32,10,13,5979,15,3,53
16,32,74,1023,6041,15,3,53
17,32,8,10,6104,15,3,53
18,32,263,1023,6167,15,3,53
0,32,10,11,6229,15,3,53
4,32,10,13,6292,15,3,53
8,32,10,12,6355,15,3,53
9,32,11,17,6416,15,3,53
15,32,10,15,6479,15,3,54
16,32,11,29,6542,15,3,54
17,32,9,12,6605,15,3,54
18,32,201,1023,6666,15,3,54
0,32,10,11,6728,15,3,54
4,32,10,12,6791,15,3,54
8,32,10,13,6855,15,3,54
9,32,74,1023,6918,15,3,54
15,32,10,15,6980,15,3,54
16,32,74,1023,7042,15,3,54
17,32,8,9,7106,15,3,54
18,32,73,1023,7168,15,3,54
0,32,10,11,7232,15,3,54
4,32,73,1023,7293,15,3,54
8,32,10,13,7357,15,3,54
9,32,75,1023,7420,15,3,54
15,32,11,15,7483,15,3,55
16,32,74,1023,7545,15,3,55
17,32,8,10,7608,15,3,55
18,32,73,1023,7670,15,3,55
0,32,10,12,7732,15,3,55
4,32,10,12,7794,15,3,55
8,32,10,14,7857,15,3,55
9,32,11,20,7919,15,3,55
15,32,10,13,7981,15,3,55
16,32,74,1023,8045,15,3,55
17,32,8,10,8107,15,3,55
18,32,136,1023,8169,15,3,55
0,32,11,12,8231,15,3,55
4,32,137,1023,8294,15,3,55
8,32,10,12,8358,15,3,55
9,32,11,20,8422,15,3,55
15,32,74,1023,8483,15,3,56
16,32,10,14,8545,15,3,56
17,32,8,11,8608,15,3,56
18,32,74,1023,8669,15,3,56
0,32,10,11,8731,15,3,56
4,32,73,1023,8794,15,3,56
8,32,11,12,8858,15,3,56
9,32,74,1023,8920,15,3,56
15,32,11,20,8982,15,3,56
16,32,169,1023,9045,15,3,56
17,32,9,18,9107,15,3,56
18,32,105,1023,9170,15,3,56
0,32,10,11,9232,15,3,56
4,32,10,12,9295,15,3,56
8,32,10,12,9358,15,3,56
9,32,11,20,9422,15,3,56
15,32,10,13,9484,15,3,57
16,32,11,14,9546,15,3,57
17,32,8,9,9609,15,3,57
18,32,105,1023,9670,15,3,57
0,32,10,12,9733,15,3,57
4,32,11,26,9795,15,3,57
8,32,10,13,9858,15,3,57
9,32,200,1023,9921,15,3,57
15,32,11,14,9983,15,3,57
16,32,74,1023,10046,15,3,57
17,32,8,10,10108,15,3,57
18,32,136,1023,10171,15,3,57
0,32,10,12,10233,15,3,57
4,32,10,23,10296,15,3,57
8,32,11,13,10359,15,3,57
9,32,11,21,10422,15,3,57
15,32,10,13,10484,15,3,58
16,32,10,13,10547,15,3,58
17,32,8,10,10609,15,3,58
18,32,137,1023,10671,15,3,58
